TP,FN,FP,TN,n_fall,n_nonfall,fall_recall,missed_fall_rate,false_alarm_rate,fall_precision,fall_f1,binary_accuracy,system,attack,alpha,tau
44,1,24,431,45,455,0.9777777777777777,0.022222222222222254,0.05274725274725275,0.6470588235294118,0.7787610619469026,0.95,f_R_alone_argmax,clean,1.0,
40,5,8,447,45,455,0.8888888888888888,0.11111111111111116,0.017582417582417582,0.8333333333333334,0.8602150537634408,0.974,f_B_alone_argmax,clean,0.0,
44,1,19,436,45,455,0.9777777777777777,0.022222222222222254,0.041758241758241756,0.6984126984126984,0.8148148148148148,0.96,DS_SGE_gate,clean,0.48,0.23
