TP,FN,FP,TN,n_fall,n_nonfall,fall_recall,missed_fall_rate,false_alarm_rate,fall_precision,fall_f1,binary_accuracy,system,attack,alpha,tau
31,14,104,351,45,455,0.6888888888888889,0.3111111111111111,0.22857142857142856,0.22962962962962963,0.34444444444444444,0.764,f_R_alone_argmax,pgd,1.0,
8,37,30,425,45,455,0.17777777777777778,0.8222222222222222,0.06593406593406594,0.21052631578947367,0.19277108433734938,0.866,f_B_alone_argmax,pgd,0.0,
18,27,55,400,45,455,0.4,0.6,0.12087912087912088,0.2465753424657534,0.30508474576271183,0.836,DS_SGE_gate,pgd,0.48,0.23
