rule,tau1,tau2,pgd_recall,pgd_fp,walkrun_fp,specificity,precision,f1
A_pfall,0.0,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.02,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.04,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.06,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.08,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.1,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.12,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.14,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.16,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.18,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.2,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.22,,0.622,112,73,0.754,0.200,0.303
A_pfall,0.24,,0.600,112,73,0.754,0.194,0.293
A_pfall,0.26,,0.578,111,72,0.756,0.190,0.286
A_pfall,0.28,,0.556,111,72,0.756,0.184,0.276
A_pfall,0.3,,0.533,109,72,0.760,0.180,0.270
A_pfall,0.32,,0.467,107,71,0.765,0.164,0.243
A_pfall,0.34,,0.422,102,68,0.776,0.157,0.229
A_pfall,0.36,,0.422,99,65,0.782,0.161,0.233
A_pfall,0.38,,0.356,91,61,0.800,0.150,0.211
A_pfall,0.4,,0.267,87,59,0.809,0.121,0.167
A_pfall,0.42,,0.178,83,56,0.818,0.088,0.118
A_pfall,0.44,,0.133,80,54,0.824,0.070,0.092
A_pfall,0.46,,0.089,75,51,0.835,0.051,0.065
A_pfall,0.48,,0.089,68,47,0.851,0.056,0.068
A_pfall,0.5,,0.067,62,44,0.864,0.046,0.055
A_pfall,0.52,,0.067,52,38,0.886,0.055,0.060
A_pfall,0.54,,0.044,40,28,0.912,0.048,0.046
A_pfall,0.56,,0.044,30,23,0.934,0.062,0.052
A_pfall,0.58,,0.044,20,14,0.956,0.091,0.060
A_pfall,0.6,,0.044,15,9,0.967,0.118,0.065
A_pfall,0.62,,0.044,10,6,0.978,0.167,0.070
A_pfall,0.64,,0.022,8,6,0.982,0.111,0.037
A_pfall,0.66,,0.022,6,5,0.987,0.143,0.038
A_pfall,0.68,,0.022,5,4,0.989,0.167,0.039
A_pfall,0.7,,0.022,5,4,0.989,0.167,0.039
A_pfall,0.72,,0.000,5,4,0.989,0.000,0.000
A_pfall,0.74,,0.000,4,3,0.991,0.000,0.000
A_pfall,0.76,,0.000,2,2,0.996,0.000,0.000
A_pfall,0.78,,0.000,2,2,0.996,0.000,0.000
A_pfall,0.8,,0.000,1,1,0.998,0.000,0.000
A_pfall,0.82,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.84,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.86,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.88,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.9,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.92,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.94,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.96,,0.000,0,0,1.000,0.000,0.000
A_pfall,0.98,,0.000,0,0,1.000,0.000,0.000
A_pfall,1.0,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,0.0,,0.622,112,73,0.754,0.200,0.303
B_logitmargin,0.25,,0.422,103,70,0.774,0.156,0.228
B_logitmargin,0.5,,0.244,88,59,0.807,0.111,0.153
B_logitmargin,0.75,,0.111,73,47,0.840,0.064,0.081
B_logitmargin,1.0,,0.089,47,27,0.897,0.078,0.083
B_logitmargin,1.25,,0.022,15,8,0.967,0.062,0.033
B_logitmargin,1.5,,0.022,9,5,0.980,0.100,0.036
B_logitmargin,1.75,,0.000,4,3,0.991,0.000,0.000
B_logitmargin,2.0,,0.000,3,2,0.993,0.000,0.000
B_logitmargin,2.25,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,2.5,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,2.75,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,3.0,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,3.25,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,3.5,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,3.75,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,4.0,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,4.25,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,4.5,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,4.75,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,5.0,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,5.25,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,5.5,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,5.75,,0.000,0,0,1.000,0.000,0.000
B_logitmargin,6.0,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.0,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.05,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.1,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.15,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.2,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.25,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.3,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.35,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.4,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.45,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.5,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.55,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.6,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.65,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.7,,0.000,0,0,1.000,0.000,0.000
C_entropy,0.75,,0.000,1,1,0.998,0.000,0.000
C_entropy,0.8,,0.000,2,2,0.996,0.000,0.000
C_entropy,0.85,,0.000,3,3,0.993,0.000,0.000
C_entropy,0.9,,0.000,7,6,0.985,0.000,0.000
C_entropy,0.95,,0.000,7,6,0.985,0.000,0.000
C_entropy,1.0,,0.022,7,6,0.985,0.125,0.038
C_entropy,1.05,,0.044,9,8,0.980,0.182,0.071
C_entropy,1.1,,0.044,10,8,0.978,0.167,0.070
C_entropy,1.15,,0.044,11,9,0.976,0.154,0.069
C_entropy,1.2,,0.044,22,20,0.952,0.083,0.058
C_entropy,1.25,,0.067,35,30,0.923,0.079,0.072
C_entropy,1.3,,0.133,57,44,0.875,0.095,0.111
C_entropy,1.35,,0.222,73,52,0.840,0.120,0.156
C_entropy,1.4,,0.311,78,54,0.829,0.152,0.204
C_entropy,1.45,,0.356,79,54,0.826,0.168,0.229
C_entropy,1.5,,0.378,83,54,0.818,0.170,0.234
C_entropy,1.55,,0.378,90,60,0.802,0.159,0.224
C_entropy,1.6,,0.400,95,63,0.791,0.159,0.228
C_entropy,1.65,,0.400,96,64,0.789,0.158,0.226
C_entropy,1.7,,0.444,104,69,0.771,0.161,0.237
C_entropy,1.75,,0.489,109,72,0.760,0.168,0.250
C_entropy,1.8,,0.533,111,72,0.756,0.178,0.267
C_entropy,1.85,,0.578,112,73,0.754,0.188,0.284
C_entropy,1.9,,0.622,112,73,0.754,0.200,0.303
C_entropy,1.95,,0.622,112,73,0.754,0.200,0.303
C_entropy,2.0,,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.0,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.0,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.0,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.0,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.0,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.0,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.0,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.0,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.0,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.0,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.0,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.0,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.0,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.0,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.04,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.04,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.04,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.04,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.04,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.04,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.04,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.04,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.04,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.04,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.04,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.04,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.04,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.04,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.08,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.08,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.08,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.08,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.08,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.08,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.08,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.08,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.08,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.08,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.08,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.08,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.08,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.08,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.12,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.12,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.12,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.12,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.12,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.12,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.12,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.12,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.12,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.12,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.12,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.12,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.12,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.12,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.16,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.16,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.16,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.16,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.16,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.16,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.16,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.16,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.16,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.16,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.16,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.16,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.16,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.2,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.2,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.2,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.2,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.2,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.2,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.2,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.2,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.2,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.2,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.2,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.2,1.9,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.2,2.0,0.622,112,73,0.754,0.200,0.303
D_pfall+entropy,0.24,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.24,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.24,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.24,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.24,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.24,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.24,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.24,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.24,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.24,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.24,1.8,0.533,111,72,0.756,0.178,0.267
D_pfall+entropy,0.24,1.9,0.600,112,73,0.754,0.194,0.293
D_pfall+entropy,0.24,2.0,0.600,112,73,0.754,0.194,0.293
D_pfall+entropy,0.28,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.28,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.28,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.28,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.28,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.28,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.28,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.28,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.28,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.28,1.7,0.444,104,69,0.771,0.161,0.237
D_pfall+entropy,0.28,1.8,0.511,111,72,0.756,0.172,0.257
D_pfall+entropy,0.28,1.9,0.556,111,72,0.756,0.184,0.276
D_pfall+entropy,0.28,2.0,0.556,111,72,0.756,0.184,0.276
D_pfall+entropy,0.32,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.32,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.32,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.32,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.32,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.32,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.32,1.4,0.311,78,54,0.829,0.152,0.204
D_pfall+entropy,0.32,1.5,0.378,83,54,0.818,0.170,0.234
D_pfall+entropy,0.32,1.6,0.400,95,63,0.791,0.159,0.228
D_pfall+entropy,0.32,1.7,0.444,103,68,0.774,0.163,0.238
D_pfall+entropy,0.32,1.8,0.467,107,71,0.765,0.164,0.243
D_pfall+entropy,0.32,1.9,0.467,107,71,0.765,0.164,0.243
D_pfall+entropy,0.32,2.0,0.467,107,71,0.765,0.164,0.243
D_pfall+entropy,0.36,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.36,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.36,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.36,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.36,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.36,1.3,0.133,57,44,0.875,0.095,0.111
D_pfall+entropy,0.36,1.4,0.311,77,54,0.831,0.154,0.206
D_pfall+entropy,0.36,1.5,0.356,82,54,0.820,0.163,0.224
D_pfall+entropy,0.36,1.6,0.378,92,61,0.798,0.156,0.221
D_pfall+entropy,0.36,1.7,0.400,95,62,0.791,0.159,0.228
D_pfall+entropy,0.36,1.8,0.422,99,65,0.782,0.161,0.233
D_pfall+entropy,0.36,1.9,0.422,99,65,0.782,0.161,0.233
D_pfall+entropy,0.36,2.0,0.422,99,65,0.782,0.161,0.233
D_pfall+entropy,0.4,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.4,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.4,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.4,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.4,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.4,1.3,0.089,55,43,0.879,0.068,0.077
D_pfall+entropy,0.4,1.4,0.178,74,53,0.837,0.098,0.126
D_pfall+entropy,0.4,1.5,0.222,78,53,0.829,0.114,0.150
D_pfall+entropy,0.4,1.6,0.244,85,58,0.813,0.115,0.156
D_pfall+entropy,0.4,1.7,0.267,87,59,0.809,0.121,0.167
D_pfall+entropy,0.4,1.8,0.267,87,59,0.809,0.121,0.167
D_pfall+entropy,0.4,1.9,0.267,87,59,0.809,0.121,0.167
D_pfall+entropy,0.4,2.0,0.267,87,59,0.809,0.121,0.167
D_pfall+entropy,0.44,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.44,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.44,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.44,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.44,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.44,1.3,0.067,54,42,0.881,0.053,0.059
D_pfall+entropy,0.44,1.4,0.111,71,51,0.844,0.066,0.083
D_pfall+entropy,0.44,1.5,0.133,75,51,0.835,0.074,0.095
D_pfall+entropy,0.44,1.6,0.133,80,54,0.824,0.070,0.092
D_pfall+entropy,0.44,1.7,0.133,80,54,0.824,0.070,0.092
D_pfall+entropy,0.44,1.8,0.133,80,54,0.824,0.070,0.092
D_pfall+entropy,0.44,1.9,0.133,80,54,0.824,0.070,0.092
D_pfall+entropy,0.44,2.0,0.133,80,54,0.824,0.070,0.092
D_pfall+entropy,0.48,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.7,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.48,0.9,0.000,7,6,0.985,0.000,0.000
D_pfall+entropy,0.48,1.0,0.022,7,6,0.985,0.125,0.038
D_pfall+entropy,0.48,1.1,0.044,10,8,0.978,0.167,0.070
D_pfall+entropy,0.48,1.2,0.044,22,20,0.952,0.083,0.058
D_pfall+entropy,0.48,1.3,0.067,51,40,0.888,0.056,0.061
D_pfall+entropy,0.48,1.4,0.089,64,47,0.859,0.059,0.071
D_pfall+entropy,0.48,1.5,0.089,67,47,0.853,0.056,0.069
D_pfall+entropy,0.48,1.6,0.089,68,47,0.851,0.056,0.068
D_pfall+entropy,0.48,1.7,0.089,68,47,0.851,0.056,0.068
