attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.825301,0.795253,0.865169,0.134831,0.846154,0.855556,77,12,14,893,14,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.730924,0.696847,0.808989,0.191011,0.791209,0.800000,72,17,19,888,19,0.099398,0.056180,0.094378
fgsm,legacy,0.005000,n/a,n/a,0.622490,0.588546,0.640449,0.359551,0.721519,0.678571,57,32,22,885,22,0.210843,0.224719,0.202811
fgsm,legacy,0.007500,n/a,n/a,0.517068,0.488251,0.471910,0.528090,0.600000,0.528302,42,47,28,879,28,0.322289,0.393258,0.308233
fgsm,legacy,0.010000,n/a,n/a,0.420683,0.393161,0.325843,0.674157,0.460317,0.381579,29,60,34,873,34,0.422691,0.539326,0.404618
fgsm,legacy,0.012500,n/a,n/a,0.328313,0.299395,0.224719,0.775281,0.307692,0.259740,20,69,45,862,45,0.519076,0.640449,0.496988
fgsm,legacy,0.015000,n/a,n/a,0.252008,0.223630,0.112360,0.887640,0.151515,0.129032,10,79,56,851,56,0.599398,0.752809,0.573293
fgsm,legacy,0.017500,n/a,n/a,0.189759,0.163386,0.022472,0.977528,0.030769,0.025974,2,87,63,844,63,0.666667,0.842697,0.635542
fgsm,legacy,0.020000,n/a,n/a,0.151606,0.131731,0.022472,0.977528,0.030769,0.025974,2,87,63,844,63,0.715863,0.842697,0.673695
fgsm,legacy,0.025000,n/a,n/a,0.107430,0.097029,0.000000,1.000000,0.000000,0.000000,0,89,63,844,63,0.773092,0.865169,0.717871
fgsm,legacy,0.030000,n/a,n/a,0.075301,0.068057,0.000000,1.000000,0.000000,0.000000,0,89,58,849,58,0.811245,0.865169,0.750000
fgsm,legacy,0.035000,n/a,n/a,0.057229,0.051256,0.000000,1.000000,0.000000,0.000000,0,89,58,849,58,0.835341,0.865169,0.768072
fgsm,legacy,0.040000,n/a,n/a,0.040161,0.035414,0.000000,1.000000,0.000000,0.000000,0,89,60,847,60,0.857430,0.865169,0.785141
fgsm,legacy,0.045000,n/a,n/a,0.028112,0.022979,0.000000,1.000000,0.000000,0.000000,0,89,58,849,58,0.870482,0.865169,0.797189
fgsm,legacy,0.050000,n/a,n/a,0.023092,0.018994,0.000000,1.000000,0.000000,0.000000,0,89,55,852,55,0.877510,0.865169,0.802209
fgsm,legacy,0.055000,n/a,n/a,0.017068,0.015669,0.000000,1.000000,0.000000,0.000000,0,89,51,856,51,0.885542,0.865169,0.808233
fgsm,legacy,0.060000,n/a,n/a,0.013052,0.012054,0.000000,1.000000,0.000000,0.000000,0,89,51,856,51,0.889558,0.865169,0.812249
fgsm,legacy,0.075000,n/a,n/a,0.008032,0.004806,0.000000,1.000000,0.000000,0.000000,0,89,45,862,45,0.902610,0.865169,0.817269
