attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.822289,0.792746,0.955056,0.044944,0.772727,0.854271,85,4,25,882,25,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.722892,0.690854,0.921348,0.078652,0.635659,0.752294,82,7,47,860,47,0.109438,0.033708,0.099398
fgsm,legacy,0.005000,n/a,n/a,0.583333,0.561403,0.820225,0.179775,0.493243,0.616034,73,16,75,832,75,0.259036,0.134831,0.238956
fgsm,legacy,0.007500,n/a,n/a,0.471888,0.464373,0.719101,0.280899,0.429530,0.537815,64,25,85,822,85,0.375502,0.235955,0.350402
fgsm,legacy,0.010000,n/a,n/a,0.370482,0.381018,0.662921,0.337079,0.385621,0.487603,59,30,94,813,94,0.481928,0.292135,0.451807
fgsm,legacy,0.012500,n/a,n/a,0.293173,0.310465,0.505618,0.494382,0.312500,0.386266,45,44,99,808,99,0.562249,0.449438,0.529116
fgsm,legacy,0.015000,n/a,n/a,0.240964,0.257861,0.438202,0.561798,0.274648,0.337662,39,50,103,804,103,0.619478,0.516854,0.581325
fgsm,legacy,0.017500,n/a,n/a,0.198795,0.216234,0.348315,0.651685,0.218310,0.268398,31,58,111,796,111,0.664659,0.606742,0.623494
fgsm,legacy,0.020000,n/a,n/a,0.170683,0.188869,0.280899,0.719101,0.185185,0.223214,25,64,110,797,110,0.697791,0.674157,0.651606
fgsm,legacy,0.025000,n/a,n/a,0.126506,0.147655,0.202247,0.797753,0.137405,0.163636,18,71,113,794,113,0.748996,0.752809,0.695783
fgsm,legacy,0.030000,n/a,n/a,0.095382,0.115179,0.134831,0.865169,0.095238,0.111628,12,77,114,793,114,0.790161,0.820225,0.726908
fgsm,legacy,0.035000,n/a,n/a,0.074297,0.090711,0.067416,0.932584,0.049587,0.057143,6,83,115,792,115,0.817269,0.887640,0.747992
fgsm,legacy,0.040000,n/a,n/a,0.066265,0.081878,0.044944,0.955056,0.034483,0.039024,4,85,112,795,112,0.829317,0.910112,0.756024
fgsm,legacy,0.045000,n/a,n/a,0.062249,0.076008,0.033708,0.966292,0.025641,0.029126,3,86,114,793,114,0.834337,0.921348,0.760040
fgsm,legacy,0.050000,n/a,n/a,0.058233,0.071795,0.033708,0.966292,0.025862,0.029268,3,86,113,794,113,0.840361,0.921348,0.764056
fgsm,legacy,0.055000,n/a,n/a,0.048193,0.062741,0.022472,0.977528,0.016667,0.019139,2,87,118,789,118,0.851406,0.932584,0.774096
fgsm,legacy,0.060000,n/a,n/a,0.045181,0.059009,0.022472,0.977528,0.017094,0.019417,2,87,115,792,115,0.852410,0.932584,0.777108
fgsm,legacy,0.075000,n/a,n/a,0.028112,0.037730,0.022472,0.977528,0.017857,0.019900,2,87,110,797,110,0.870482,0.932584,0.794177
