attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.857430,0.834725,0.887640,0.112360,0.887640,0.887640,79,10,10,897,10,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.771084,0.751590,0.876404,0.123596,0.857143,0.866667,78,11,13,894,13,0.091365,0.011236,0.086345
fgsm,legacy,0.005000,n/a,n/a,0.683735,0.661446,0.786517,0.213483,0.795455,0.790960,70,19,18,889,18,0.181727,0.101124,0.173695
fgsm,legacy,0.007500,n/a,n/a,0.581325,0.560560,0.629213,0.370787,0.717949,0.670659,56,33,22,885,22,0.286145,0.258427,0.276104
fgsm,legacy,0.010000,n/a,n/a,0.488956,0.452989,0.348315,0.651685,0.543860,0.424658,31,58,26,881,26,0.382530,0.539326,0.368474
fgsm,legacy,0.012500,n/a,n/a,0.393574,0.360275,0.202247,0.797753,0.305085,0.243243,18,71,41,866,41,0.482932,0.685393,0.463855
fgsm,legacy,0.015000,n/a,n/a,0.323293,0.293727,0.101124,0.898876,0.155172,0.122449,9,80,49,858,49,0.556225,0.786517,0.534137
fgsm,legacy,0.017500,n/a,n/a,0.269076,0.238854,0.044944,0.955056,0.063492,0.052632,4,85,59,848,59,0.617470,0.842697,0.588353
fgsm,legacy,0.020000,n/a,n/a,0.219880,0.198151,0.022472,0.977528,0.028169,0.025000,2,87,69,838,69,0.670683,0.865169,0.637550
fgsm,legacy,0.025000,n/a,n/a,0.156627,0.139547,0.022472,0.977528,0.025000,0.023669,2,87,78,829,78,0.745984,0.865169,0.700803
fgsm,legacy,0.030000,n/a,n/a,0.123494,0.102850,0.011236,0.988764,0.011364,0.011299,1,88,87,820,87,0.782129,0.876404,0.733936
fgsm,legacy,0.035000,n/a,n/a,0.099398,0.078070,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.810241,0.887640,0.758032
fgsm,legacy,0.040000,n/a,n/a,0.077309,0.056378,0.000000,1.000000,0.000000,0.000000,0,89,89,818,89,0.837349,0.887640,0.780120
fgsm,legacy,0.045000,n/a,n/a,0.068273,0.047194,0.000000,1.000000,0.000000,0.000000,0,89,88,819,88,0.849398,0.887640,0.789157
fgsm,legacy,0.050000,n/a,n/a,0.057229,0.037351,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.863454,0.887640,0.800201
fgsm,legacy,0.055000,n/a,n/a,0.056225,0.036822,0.000000,1.000000,0.000000,0.000000,0,89,96,811,96,0.868474,0.887640,0.801205
fgsm,legacy,0.060000,n/a,n/a,0.057229,0.036347,0.000000,1.000000,0.000000,0.000000,0,89,97,810,97,0.868474,0.887640,0.800201
fgsm,legacy,0.075000,n/a,n/a,0.051205,0.033275,0.000000,1.000000,0.000000,0.000000,0,89,96,811,96,0.875502,0.887640,0.806225
