metric,value
run_name,bilstm_seed46
best_epoch,143
epochs_run,163
max_epochs,200
early_stopped,True
best_val_macro_f1,0.867226
best_val_accuracy,0.879032
best_val_loss,0.381649
best_train_accuracy,0.867944
best_train_loss,0.389365
test_loss,0.433466
test_accuracy,0.836000
test_macro_f1,0.802715
fall_recall,0.866667
missed_fall_rate,0.133333
fall_precision,0.886364
fall_f1,0.876404
elapsed_seconds,929.436718
