metric,value
run_name,bilstm_seed45
best_epoch,168
epochs_run,188
max_epochs,200
early_stopped,True
best_val_macro_f1,0.816699
best_val_accuracy,0.836694
best_val_loss,0.501960
best_train_accuracy,0.849546
best_train_loss,0.437253
test_loss,0.528414
test_accuracy,0.808000
test_macro_f1,0.769358
fall_recall,0.933333
missed_fall_rate,0.066667
fall_precision,0.736842
fall_f1,0.823529
elapsed_seconds,903.158598
