metric,value
run_name,bilstm_seed42
best_epoch,200
epochs_run,200
max_epochs,200
early_stopped,False
best_val_macro_f1,0.820098
best_val_accuracy,0.836694
best_val_loss,0.471395
best_train_accuracy,0.827873
best_train_loss,0.468160
test_loss,0.519114
test_accuracy,0.814000
test_macro_f1,0.769485
fall_recall,0.888889
missed_fall_rate,0.111111
fall_precision,0.851064
fall_f1,0.869565
elapsed_seconds,1354.012186
