metric,value
run_name,bilstm_seed43
best_epoch,196
epochs_run,200
max_epochs,200
early_stopped,False
best_val_macro_f1,0.828448
best_val_accuracy,0.854839
best_val_loss,0.400021
best_train_accuracy,0.863659
best_train_loss,0.375997
test_loss,0.459916
test_accuracy,0.830000
test_macro_f1,0.780723
fall_recall,0.822222
missed_fall_rate,0.177778
fall_precision,0.880952
fall_f1,0.850575
elapsed_seconds,1090.366314
