metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.822289
clean_macro_f1,0.792746
clean_fall_recall,0.955056
attack_accuracy,0.095382
attack_macro_f1,0.115179
fall_recall,0.134831
missed_fall_rate,0.865169
fall_precision,0.095238
fall_f1,0.111628
fall_true_positive,12
fall_false_negative,77
fall_false_positive,114
fall_true_negative,793
false_fall_alarm_count,114
prediction_change_rate,0.790161
