attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.886546,0.858425,0.921348,0.078652,0.942529,0.931818,82,7,5,902,5,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.782129,0.749319,0.797753,0.202247,0.910256,0.850299,71,18,7,900,7,0.111446,0.123596,0.104418
pgd,legacy,0.005000,10,0.000833,0.637550,0.595488,0.629213,0.370787,0.767123,0.691358,56,33,17,890,17,0.260040,0.292135,0.248996
pgd,legacy,0.007500,10,0.001250,0.491968,0.462577,0.404494,0.595506,0.600000,0.483221,36,53,24,883,24,0.409639,0.516854,0.394578
pgd,legacy,0.010000,10,0.001667,0.363454,0.316875,0.157303,0.842697,0.297872,0.205882,14,75,33,874,33,0.542169,0.764045,0.523092
pgd,legacy,0.012500,10,0.002083,0.267068,0.217901,0.022472,0.977528,0.040816,0.028986,2,87,47,860,47,0.639558,0.898876,0.619478
pgd,legacy,0.015000,10,0.002500,0.181727,0.154866,0.022472,0.977528,0.028986,0.025316,2,87,67,840,67,0.727912,0.898876,0.704819
pgd,legacy,0.017500,10,0.002917,0.128514,0.107104,0.022472,0.977528,0.025641,0.023952,2,87,76,831,76,0.783133,0.898876,0.758032
pgd,legacy,0.020000,10,0.003333,0.094378,0.079947,0.022472,0.977528,0.023256,0.022857,2,87,84,823,84,0.819277,0.898876,0.792169
pgd,legacy,0.025000,10,0.004167,0.045181,0.035135,0.000000,1.000000,0.000000,0.000000,0,89,91,816,91,0.872490,0.921348,0.841365
pgd,legacy,0.030000,10,0.005000,0.025100,0.015285,0.000000,1.000000,0.000000,0.000000,0,89,96,811,96,0.896586,0.921348,0.861446
pgd,legacy,0.035000,10,0.005833,0.013052,0.007473,0.000000,1.000000,0.000000,0.000000,0,89,98,809,98,0.916667,0.921348,0.873494
pgd,legacy,0.040000,10,0.006667,0.008032,0.004499,0.000000,1.000000,0.000000,0.000000,0,89,93,814,93,0.923695,0.921348,0.878514
pgd,legacy,0.045000,10,0.007500,0.006024,0.003375,0.000000,1.000000,0.000000,0.000000,0,89,89,818,89,0.928715,0.921348,0.880522
pgd,legacy,0.050000,10,0.008333,0.006024,0.003513,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.933735,0.921348,0.880522
pgd,legacy,0.055000,10,0.009167,0.004016,0.002356,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.935743,0.921348,0.882530
pgd,legacy,0.060000,10,0.010000,0.003012,0.001805,0.000000,1.000000,0.000000,0.000000,0,89,91,816,91,0.937751,0.921348,0.883534
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,101,806,101,0.944779,0.921348,0.886546
