epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.765389,0.311744,1.650024,0.348790,0.138822
2,1.735377,0.330645,1.718292,0.364919,0.144823
3,1.679823,0.348286,1.658020,0.417339,0.168734
4,1.648861,0.365171,1.742363,0.298387,0.073689
5,1.745189,0.322077,1.810754,0.294355,0.064976
6,1.758981,0.315020,1.713662,0.391129,0.155820
7,1.709648,0.331653,1.746100,0.294355,0.065077
8,1.692712,0.344506,1.638397,0.407258,0.173024
9,1.714263,0.320312,1.730964,0.300403,0.072193
10,1.662684,0.350302,1.923588,0.320565,0.106489
11,1.702228,0.343750,1.640715,0.340726,0.129661
12,1.648594,0.371472,1.848002,0.247984,0.136476
13,1.663541,0.370968,1.633727,0.389113,0.150949
14,1.612621,0.381300,1.617989,0.385081,0.151863
15,1.634757,0.375252,1.613301,0.385081,0.150557
16,1.582109,0.403226,1.524551,0.443548,0.222045
17,1.538859,0.436240,1.522688,0.451613,0.228277
18,1.498138,0.452117,1.484230,0.449597,0.227651
19,1.489895,0.452369,1.504802,0.431452,0.218713
20,1.508527,0.445060,1.501592,0.449597,0.228802
21,1.435690,0.473286,1.410998,0.487903,0.251083
22,1.435176,0.482611,1.421707,0.481855,0.242549
23,1.444815,0.469254,1.473557,0.443548,0.221405
24,1.411573,0.482107,1.385713,0.487903,0.244921
25,1.377363,0.497732,1.352427,0.489919,0.264820
26,1.346713,0.496724,1.376374,0.506048,0.254676
27,1.364581,0.493952,1.341859,0.512097,0.311543
28,1.328400,0.509829,1.234347,0.550403,0.347242
29,1.287868,0.516885,1.287471,0.516129,0.321677
30,1.267004,0.524950,1.216681,0.538306,0.338199
31,1.387972,0.482359,1.302986,0.481855,0.319937
32,1.309556,0.506048,1.226977,0.522177,0.343095
33,1.234272,0.528478,1.190420,0.522177,0.326058
34,1.296562,0.508065,1.198892,0.530242,0.366530
35,1.413224,0.488659,1.455565,0.497984,0.311222
36,1.354021,0.509073,1.292766,0.502016,0.325645
37,1.307572,0.512601,1.260304,0.504032,0.312050
38,1.230441,0.539819,1.209004,0.542339,0.355707
39,1.284292,0.517641,1.230030,0.530242,0.319883
40,1.194950,0.551663,1.200099,0.550403,0.353202
41,1.193061,0.552167,1.207813,0.556452,0.352901
42,1.156799,0.561492,1.137156,0.572581,0.391225
43,1.155790,0.554688,1.149473,0.560484,0.377751
44,1.156722,0.559980,1.399121,0.493952,0.322904
45,1.163451,0.559224,1.105112,0.540323,0.372489
46,1.132046,0.560232,1.027083,0.592742,0.420361
47,1.068855,0.586694,1.005618,0.606855,0.450015
48,1.027031,0.612147,1.013180,0.614919,0.509635
49,1.037013,0.608115,0.970167,0.639113,0.532322
50,1.038195,0.606855,1.013572,0.606855,0.492315
51,1.158657,0.561744,1.050811,0.618952,0.507607
52,1.005718,0.638105,0.934712,0.661290,0.555433
53,0.978716,0.644909,0.955284,0.641129,0.528713
54,0.960447,0.647933,0.967111,0.629032,0.529818
55,0.980657,0.643145,1.245140,0.542339,0.505361
56,1.110656,0.582661,0.956269,0.633065,0.547385
57,0.964603,0.658014,0.898687,0.683468,0.595020
58,0.955035,0.650706,0.949487,0.627016,0.570945
59,0.901981,0.672883,0.929343,0.643145,0.565550
60,1.092852,0.590222,1.024510,0.586694,0.442318
61,0.938675,0.654738,0.958987,0.629032,0.575326
62,0.902610,0.673387,0.897886,0.667339,0.562059
63,1.088719,0.602067,0.945449,0.633065,0.562112
64,0.883379,0.678679,0.945682,0.635081,0.533012
65,0.862990,0.685484,0.875752,0.673387,0.628829
66,0.878399,0.687248,0.846045,0.689516,0.626528
67,0.822660,0.712702,0.846498,0.675403,0.633821
68,0.845816,0.696825,0.824173,0.709677,0.656499
69,0.798734,0.717238,0.861356,0.679435,0.634646
70,0.795253,0.719002,0.740389,0.741935,0.700480
71,0.825450,0.707409,0.794971,0.725806,0.685279
72,0.818627,0.707157,0.790076,0.701613,0.676606
73,0.881589,0.682460,0.840818,0.679435,0.640718
74,0.804360,0.717490,0.795704,0.723790,0.676021
75,0.895687,0.672379,0.772963,0.703629,0.663140
76,0.746036,0.725806,0.742220,0.750000,0.709483
77,0.734523,0.737903,0.753019,0.750000,0.701236
78,0.748250,0.732863,0.692686,0.768145,0.731515
79,0.700198,0.754032,0.768051,0.733871,0.699983
80,0.804369,0.712450,0.780671,0.725806,0.686329
81,0.714942,0.751764,0.770946,0.741935,0.705547
82,0.753748,0.743196,0.721861,0.733871,0.695543
83,0.689571,0.753528,0.656313,0.768145,0.731664
84,0.628399,0.780998,0.700578,0.772177,0.724630
85,0.686109,0.765373,0.665127,0.786290,0.773264
86,0.683245,0.757560,0.682726,0.737903,0.699469
87,0.681233,0.756300,0.862843,0.663306,0.602458
88,0.693087,0.756552,0.665891,0.776210,0.741226
89,0.636880,0.776210,0.638114,0.786290,0.758387
90,0.674489,0.756552,0.713287,0.756048,0.722264
91,0.635805,0.772933,0.641721,0.778226,0.750298
92,0.618144,0.781250,0.663615,0.752016,0.716953
93,0.616133,0.781250,0.629253,0.768145,0.737854
94,0.645997,0.772681,0.933291,0.673387,0.640241
95,0.626015,0.784274,0.615340,0.788306,0.752282
96,0.644286,0.770161,0.588452,0.806452,0.752425
97,0.582543,0.795867,0.628250,0.786290,0.751634
98,0.573178,0.795615,0.754560,0.739919,0.654086
99,0.643438,0.776714,0.675134,0.758065,0.718002
100,0.580569,0.796371,0.670565,0.754032,0.705617
101,0.569386,0.796119,0.567851,0.810484,0.776130
102,0.626579,0.778730,0.549019,0.800403,0.760867
103,0.540832,0.811492,0.548351,0.802419,0.769826
104,0.617068,0.784022,0.597395,0.776210,0.734483
105,0.716862,0.742440,0.616057,0.774194,0.746494
106,0.648367,0.765877,1.319644,0.592742,0.581533
107,0.849562,0.693548,0.642569,0.766129,0.754418
108,0.672566,0.760585,0.674558,0.750000,0.723885
109,0.618932,0.774950,0.636085,0.760081,0.747519
110,0.585948,0.795363,0.638283,0.778226,0.741041
111,0.588260,0.798639,0.597907,0.786290,0.757128
112,0.548557,0.805192,0.535886,0.816532,0.797312
113,0.547483,0.812752,0.597721,0.800403,0.778004
114,0.550577,0.803679,0.607936,0.786290,0.764207
115,0.552985,0.806200,0.610535,0.774194,0.753433
116,0.534954,0.817540,0.580223,0.802419,0.787738
117,0.537548,0.811996,0.551318,0.818548,0.792523
118,0.500995,0.834677,0.518011,0.816532,0.764266
119,0.494015,0.833165,0.561991,0.816532,0.801561
120,0.506669,0.825857,0.745392,0.750000,0.739259
121,0.542805,0.811996,0.537322,0.808468,0.774489
122,0.490075,0.831653,0.501358,0.830645,0.799420
123,0.469004,0.842994,0.459169,0.842742,0.819714
124,0.486268,0.833417,0.600614,0.786290,0.769389
125,0.483367,0.838458,0.476128,0.840726,0.810440
126,0.471078,0.839970,0.550644,0.812500,0.779752
127,0.465477,0.842238,0.470974,0.830645,0.813110
128,0.475739,0.837450,0.582620,0.804435,0.777251
129,0.433229,0.848790,0.500765,0.832661,0.808058
130,0.456011,0.842742,0.433573,0.852823,0.823118
131,0.423528,0.858367,0.572669,0.786290,0.787340
132,0.433831,0.846018,0.498170,0.818548,0.794640
133,0.462303,0.841482,0.501796,0.812500,0.786712
134,0.419320,0.852319,0.464920,0.824597,0.795851
135,0.452345,0.842238,0.476289,0.828629,0.812623
136,0.419848,0.859627,0.558666,0.804435,0.780590
137,0.416414,0.855091,0.568038,0.798387,0.771675
138,0.516223,0.826109,0.497716,0.838710,0.817903
139,0.396511,0.868196,0.504501,0.814516,0.774485
140,0.480731,0.834929,0.417606,0.877016,0.858013
141,0.570989,0.807964,0.544528,0.784274,0.754426
142,0.427902,0.849546,0.458735,0.824597,0.792224
143,0.389365,0.867944,0.381649,0.879032,0.867226
144,0.353780,0.879536,0.454208,0.842742,0.843172
145,0.427558,0.857359,0.471455,0.826613,0.805679
146,0.374862,0.871976,0.384679,0.872984,0.854016
147,0.367722,0.874244,0.673531,0.766129,0.770822
148,0.407262,0.860635,0.394754,0.852823,0.828401
149,0.352567,0.880040,0.441298,0.838710,0.819014
150,0.411089,0.855847,0.546976,0.818548,0.812941
151,0.415403,0.857107,0.451085,0.850806,0.834533
152,0.392090,0.869708,0.417839,0.854839,0.840627
153,0.392581,0.869456,0.488192,0.834677,0.811810
154,0.382736,0.868196,0.406780,0.866935,0.846740
155,0.379079,0.869456,0.379804,0.875000,0.855442
156,0.355718,0.879284,0.417404,0.864919,0.837072
157,0.342552,0.882560,0.387600,0.864919,0.841856
158,0.335743,0.886593,0.513994,0.828629,0.802293
159,0.574502,0.807460,0.425877,0.868952,0.841960
160,0.350290,0.881300,0.359347,0.852823,0.819167
161,0.321657,0.890625,0.383859,0.860887,0.834006
162,0.344489,0.877016,0.523793,0.826613,0.822330
163,0.389420,0.870464,0.661987,0.770161,0.744670
