epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_f1
1,1.780892,0.294859,1.767959,0.298387,0.105271
2,1.751131,0.300907,1.817393,0.308468,0.090839
3,1.765727,0.308216,1.793893,0.306452,0.107814
4,1.756452,0.308468,1.744772,0.350806,0.137534
5,1.760456,0.314264,1.742866,0.356855,0.141521
6,1.730583,0.327873,1.652768,0.364919,0.178614
7,1.766186,0.319808,1.797630,0.296371,0.069380
8,1.762309,0.300907,1.698855,0.375000,0.149649
9,1.729644,0.322077,1.666849,0.364919,0.147912
10,1.718488,0.317036,1.709863,0.294355,0.064976
11,1.710936,0.329133,1.693778,0.366935,0.144473
12,1.669608,0.355595,1.790433,0.312500,0.115217
13,1.696134,0.337702,1.780527,0.294355,0.065077
14,1.696509,0.336946,1.779166,0.342742,0.127862
15,1.786927,0.299647,1.775145,0.294355,0.064976
16,1.769516,0.294607,1.765990,0.294355,0.064976
17,1.764400,0.298387,1.753099,0.362903,0.142818
18,1.750387,0.312248,1.738149,0.342742,0.123404
19,1.730685,0.338458,1.709214,0.302419,0.076388
20,1.707624,0.342994,1.693725,0.350806,0.137963
21,1.681422,0.356855,1.651411,0.407258,0.182247
22,1.668354,0.361139,1.715920,0.294355,0.064976
23,1.668752,0.354839,1.630109,0.370968,0.160563
24,1.604813,0.383065,1.577982,0.358871,0.154504
25,1.569934,0.394405,1.545237,0.401210,0.200760
26,1.544253,0.402470,1.530212,0.389113,0.194892
27,1.517516,0.418095,1.479341,0.401210,0.205228
28,1.491806,0.414062,1.464517,0.405242,0.205577
29,1.538065,0.415071,1.535046,0.439516,0.244921
30,1.542701,0.425151,1.559412,0.389113,0.191295
31,1.517166,0.436492,1.511294,0.433468,0.220221
32,1.498074,0.438760,1.678690,0.348790,0.182152
33,1.513381,0.437248,1.495941,0.449597,0.227914
34,1.493114,0.438004,1.488555,0.451613,0.229854
35,1.479355,0.448589,1.462117,0.449597,0.227981
36,1.456235,0.454133,1.451107,0.449597,0.228393
37,1.469689,0.446321,1.453842,0.449597,0.261663
38,1.439484,0.463962,1.434039,0.447581,0.226757
39,1.429057,0.467994,1.429361,0.467742,0.271012
40,1.421452,0.477571,1.412805,0.485887,0.245711
41,1.411935,0.480847,1.406803,0.491935,0.293364
