class_index,class_name,precision,recall,f1,support
0,lie down,0.888889,0.727273,0.800000,66
1,fall,0.736842,0.933333,0.823529,45
2,walk,0.840000,0.857143,0.848485,147
3,pickup,0.861111,0.620000,0.720930,50
4,run,0.864000,0.892562,0.878049,121
5,sit down,0.588235,0.750000,0.659341,40
6,stand up,0.703704,0.612903,0.655172,31
