metric,value
attack,pgd
split,legacy
epsilon,0.030000
alpha,0.005000
pgd_steps,10
n_windows,996
clean_accuracy,0.842369
clean_macro_f1,0.804385
clean_fall_recall,0.853933
attack_accuracy,0.030120
attack_macro_f1,0.031183
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
fall_true_positive,0
fall_false_negative,89
fall_false_positive,110
fall_true_negative,797
false_fall_alarm_count,110
prediction_change_rate,0.872490
