metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.842369
clean_macro_f1,0.804385
clean_fall_recall,0.853933
attack_accuracy,0.127510
attack_macro_f1,0.106356
fall_recall,0.000000
missed_fall_rate,1.000000
fall_precision,0.000000
fall_f1,0.000000
fall_true_positive,0
fall_false_negative,89
fall_false_positive,79
fall_true_negative,828
false_fall_alarm_count,79
prediction_change_rate,0.757028
