metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.908635
clean_macro_f1,0.902084
clean_fall_recall,0.955056
attack_accuracy,0.498996
attack_macro_f1,0.483605
fall_recall,0.584270
missed_fall_rate,0.415730
fall_precision,0.536082
fall_f1,0.559140
fall_true_positive,52
fall_false_negative,37
fall_false_positive,45
fall_true_negative,862
false_fall_alarm_count,45
prediction_change_rate,0.414659
