attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.906627,0.903842,0.943820,0.056180,0.976744,0.960000,84,5,2,905,2,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.861446,0.859834,0.943820,0.056180,0.943820,0.943820,84,5,5,902,5,0.045181,0.000000,0.045181
pgd,legacy,0.005000,10,0.000833,0.809237,0.811792,0.876404,0.123596,0.917647,0.896552,78,11,7,900,7,0.098394,0.067416,0.097390
pgd,legacy,0.007500,10,0.001250,0.745984,0.739868,0.808989,0.191011,0.878049,0.842105,72,17,10,897,10,0.162651,0.134831,0.160643
pgd,legacy,0.010000,10,0.001667,0.686747,0.680634,0.707865,0.292135,0.863014,0.777778,63,26,10,897,10,0.223896,0.235955,0.219880
pgd,legacy,0.012500,10,0.002083,0.635542,0.627218,0.651685,0.348315,0.794521,0.716049,58,31,15,892,15,0.275100,0.292135,0.271084
pgd,legacy,0.015000,10,0.002500,0.566265,0.554266,0.539326,0.460674,0.716418,0.615385,48,41,19,888,19,0.347390,0.404494,0.340361
pgd,legacy,0.017500,10,0.002917,0.493976,0.469006,0.348315,0.651685,0.574074,0.433566,31,58,23,884,23,0.421687,0.595506,0.412651
pgd,legacy,0.020000,10,0.003333,0.421687,0.389551,0.247191,0.752809,0.423077,0.312057,22,67,30,877,30,0.497992,0.696629,0.484940
pgd,legacy,0.025000,10,0.004167,0.302209,0.269193,0.101124,0.898876,0.155172,0.122449,9,80,49,858,49,0.622490,0.842697,0.604418
pgd,legacy,0.030000,10,0.005000,0.197791,0.172353,0.022472,0.977528,0.031250,0.026144,2,87,62,845,62,0.729920,0.921348,0.708835
pgd,legacy,0.035000,10,0.005833,0.121486,0.105278,0.000000,1.000000,0.000000,0.000000,0,89,68,839,68,0.809237,0.943820,0.785141
pgd,legacy,0.040000,10,0.006667,0.065261,0.057290,0.000000,1.000000,0.000000,0.000000,0,89,72,835,72,0.867470,0.943820,0.841365
pgd,legacy,0.045000,10,0.007500,0.037149,0.032365,0.000000,1.000000,0.000000,0.000000,0,89,75,832,75,0.896586,0.943820,0.869478
pgd,legacy,0.050000,10,0.008333,0.019076,0.018067,0.000000,1.000000,0.000000,0.000000,0,89,79,828,79,0.915663,0.943820,0.887550
pgd,legacy,0.055000,10,0.009167,0.009036,0.010961,0.000000,1.000000,0.000000,0.000000,0,89,79,828,79,0.925703,0.943820,0.897590
pgd,legacy,0.060000,10,0.010000,0.005020,0.006728,0.000000,1.000000,0.000000,0.000000,0,89,78,829,78,0.932731,0.943820,0.901606
pgd,legacy,0.075000,10,0.012500,0.002008,0.002120,0.000000,1.000000,0.000000,0.000000,0,89,83,824,83,0.937751,0.943820,0.904618
