attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.976908,0.966307,0.988764,0.011236,0.988764,0.988764,88,1,1,906,1,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.845382,0.817982,0.932584,0.067416,0.873684,0.902174,83,6,12,895,12,0.132530,0.056180,0.131526
fgsm,legacy,0.005000,n/a,n/a,0.541165,0.511649,0.584270,0.415730,0.500000,0.538860,52,37,52,855,52,0.436747,0.404494,0.435743
fgsm,legacy,0.007500,n/a,n/a,0.359438,0.325389,0.359551,0.640449,0.340426,0.349727,32,57,62,845,62,0.618474,0.629213,0.617470
fgsm,legacy,0.010000,n/a,n/a,0.226908,0.197327,0.269663,0.730337,0.242424,0.255319,24,65,75,832,75,0.751004,0.719101,0.750000
fgsm,legacy,0.012500,n/a,n/a,0.162651,0.146682,0.235955,0.764045,0.194444,0.213198,21,68,87,820,87,0.816265,0.752809,0.814257
fgsm,legacy,0.015000,n/a,n/a,0.126506,0.115241,0.191011,0.808989,0.155963,0.171717,17,72,92,815,92,0.852410,0.797753,0.850402
fgsm,legacy,0.017500,n/a,n/a,0.103414,0.098155,0.179775,0.820225,0.139130,0.156863,16,73,99,808,99,0.875502,0.808989,0.873494
fgsm,legacy,0.020000,n/a,n/a,0.087349,0.085767,0.179775,0.820225,0.125000,0.147465,16,73,112,795,112,0.891566,0.808989,0.889558
fgsm,legacy,0.025000,n/a,n/a,0.064257,0.065692,0.157303,0.842697,0.101449,0.123348,14,75,124,783,124,0.915663,0.831461,0.912651
fgsm,legacy,0.030000,n/a,n/a,0.046185,0.052039,0.123596,0.876404,0.079710,0.096916,11,78,127,780,127,0.933735,0.865169,0.930723
fgsm,legacy,0.035000,n/a,n/a,0.042169,0.048763,0.123596,0.876404,0.079137,0.096491,11,78,128,779,128,0.938755,0.865169,0.934739
fgsm,legacy,0.040000,n/a,n/a,0.040161,0.047326,0.123596,0.876404,0.077465,0.095238,11,78,131,776,131,0.940763,0.865169,0.936747
fgsm,legacy,0.045000,n/a,n/a,0.036145,0.042071,0.067416,0.932584,0.041958,0.051724,6,83,137,770,137,0.944779,0.921348,0.940763
fgsm,legacy,0.050000,n/a,n/a,0.035141,0.040338,0.067416,0.932584,0.042254,0.051948,6,83,136,771,136,0.945783,0.921348,0.941767
fgsm,legacy,0.055000,n/a,n/a,0.032129,0.037672,0.067416,0.932584,0.041667,0.051502,6,83,138,769,138,0.949799,0.921348,0.944779
fgsm,legacy,0.060000,n/a,n/a,0.035141,0.039341,0.067416,0.932584,0.040541,0.050633,6,83,142,765,142,0.946787,0.921348,0.941767
fgsm,legacy,0.075000,n/a,n/a,0.043173,0.044430,0.067416,0.932584,0.040541,0.050633,6,83,142,765,142,0.939759,0.921348,0.933735
