attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.971888,0.957873,1.000000,0.000000,0.988889,0.994413,89,0,1,906,1,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.823293,0.792704,0.898876,0.101124,0.930233,0.914286,80,9,6,901,6,0.149598,0.101124,0.148594
pgd,legacy,0.005000,10,0.000833,0.420683,0.397104,0.539326,0.460674,0.494845,0.516129,48,41,49,858,49,0.552209,0.460674,0.551205
pgd,legacy,0.007500,10,0.001250,0.193775,0.166437,0.146067,0.853933,0.146067,0.146067,13,76,76,831,76,0.780120,0.853933,0.778112
pgd,legacy,0.010000,10,0.001667,0.084337,0.072119,0.067416,0.932584,0.061224,0.064171,6,83,92,815,92,0.890562,0.932584,0.887550
pgd,legacy,0.012500,10,0.002083,0.038153,0.033599,0.022472,0.977528,0.019608,0.020942,2,87,100,807,100,0.937751,0.977528,0.933735
pgd,legacy,0.015000,10,0.002500,0.022088,0.020736,0.011236,0.988764,0.009615,0.010363,1,88,103,804,103,0.953815,0.988764,0.949799
pgd,legacy,0.017500,10,0.002917,0.014056,0.013442,0.000000,1.000000,0.000000,0.000000,0,89,104,803,104,0.962851,1.000000,0.957831
pgd,legacy,0.020000,10,0.003333,0.006024,0.007446,0.000000,1.000000,0.000000,0.000000,0,89,110,797,110,0.970884,1.000000,0.965863
pgd,legacy,0.025000,10,0.004167,0.003012,0.004222,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.973896,1.000000,0.968876
pgd,legacy,0.030000,10,0.005000,0.002008,0.002787,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.974900,1.000000,0.969880
pgd,legacy,0.035000,10,0.005833,0.001004,0.001387,0.000000,1.000000,0.000000,0.000000,0,89,113,794,113,0.975904,1.000000,0.970884
pgd,legacy,0.040000,10,0.006667,0.001004,0.001387,0.000000,1.000000,0.000000,0.000000,0,89,110,797,110,0.975904,1.000000,0.970884
pgd,legacy,0.045000,10,0.007500,0.001004,0.001354,0.000000,1.000000,0.000000,0.000000,0,89,114,793,114,0.975904,1.000000,0.970884
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.976908,1.000000,0.971888
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,118,789,118,0.976908,1.000000,0.971888
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,120,787,120,0.976908,1.000000,0.971888
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,124,783,124,0.977912,1.000000,0.971888
