attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.976908,0.965545,0.988764,0.011236,0.988764,0.988764,88,1,1,906,1,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.885542,0.869604,0.943820,0.056180,0.903226,0.923077,84,5,9,898,9,0.092369,0.044944,0.091365
pgd,legacy,0.005000,10,0.000833,0.589357,0.556873,0.595506,0.404494,0.588889,0.592179,53,36,37,870,37,0.388554,0.393258,0.387550
pgd,legacy,0.007500,10,0.001250,0.299197,0.276019,0.280899,0.719101,0.280899,0.280899,25,64,64,843,64,0.678715,0.707865,0.677711
pgd,legacy,0.010000,10,0.001667,0.156627,0.134546,0.089888,0.910112,0.090909,0.090395,8,81,80,827,80,0.822289,0.898876,0.820281
pgd,legacy,0.012500,10,0.002083,0.075301,0.061958,0.044944,0.955056,0.038095,0.041237,4,85,101,806,101,0.903614,0.943820,0.901606
pgd,legacy,0.015000,10,0.002500,0.035141,0.030212,0.000000,1.000000,0.000000,0.000000,0,89,109,798,109,0.943775,0.988764,0.941767
pgd,legacy,0.017500,10,0.002917,0.019076,0.014460,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.959839,0.988764,0.957831
pgd,legacy,0.020000,10,0.003333,0.009036,0.005792,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.969880,0.988764,0.967871
pgd,legacy,0.025000,10,0.004167,0.002008,0.001154,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.976908,0.988764,0.974900
pgd,legacy,0.030000,10,0.005000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,113,794,113,0.978916,0.988764,0.976908
pgd,legacy,0.035000,10,0.005833,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,113,794,113,0.979920,0.988764,0.976908
pgd,legacy,0.040000,10,0.006667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,111,796,111,0.980924,0.988764,0.976908
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,115,792,115,0.981928,0.988764,0.976908
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,118,789,118,0.981928,0.988764,0.976908
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,112,795,112,0.982932,0.988764,0.976908
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,113,794,113,0.982932,0.988764,0.976908
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,118,789,118,0.983936,0.988764,0.976908
