metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.842369
clean_macro_f1,0.834532
clean_fall_recall,0.910112
attack_accuracy,0.496988
attack_macro_f1,0.433173
fall_recall,0.314607
missed_fall_rate,0.685393
fall_precision,0.363636
fall_f1,0.337349
fall_true_positive,28
fall_false_negative,61
fall_false_positive,49
fall_true_negative,858
false_fall_alarm_count,49
prediction_change_rate,0.356426
