attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.842369,0.834532,0.910112,0.089888,0.880435,0.895028,81,8,11,896,11,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.804217,0.790631,0.887640,0.112360,0.877778,0.882682,79,10,11,896,11,0.039157,0.022472,0.038153
fgsm,legacy,0.005000,n/a,n/a,0.766064,0.747798,0.853933,0.146067,0.817204,0.835165,76,13,17,890,17,0.079317,0.056180,0.076305
fgsm,legacy,0.007500,n/a,n/a,0.730924,0.707658,0.831461,0.168539,0.787234,0.808743,74,15,20,887,20,0.114458,0.078652,0.111446
fgsm,legacy,0.010000,n/a,n/a,0.697791,0.669851,0.752809,0.247191,0.728261,0.740331,67,22,25,882,25,0.147590,0.157303,0.144578
fgsm,legacy,0.012500,n/a,n/a,0.674699,0.641894,0.719101,0.280899,0.688172,0.703297,64,25,29,878,29,0.171687,0.191011,0.167671
fgsm,legacy,0.015000,n/a,n/a,0.645582,0.605629,0.674157,0.325843,0.666667,0.670391,60,29,30,877,30,0.203815,0.235955,0.196787
fgsm,legacy,0.017500,n/a,n/a,0.614458,0.573072,0.606742,0.393258,0.620690,0.613636,54,35,33,874,33,0.234940,0.303371,0.227912
fgsm,legacy,0.020000,n/a,n/a,0.594378,0.552963,0.595506,0.404494,0.595506,0.595506,53,36,36,871,36,0.256024,0.314607,0.247992
fgsm,legacy,0.025000,n/a,n/a,0.537149,0.484667,0.404494,0.595506,0.455696,0.428571,36,53,43,864,43,0.315261,0.505618,0.305221
fgsm,legacy,0.030000,n/a,n/a,0.496988,0.433173,0.314607,0.685393,0.363636,0.337349,28,61,49,858,49,0.356426,0.595506,0.345382
fgsm,legacy,0.035000,n/a,n/a,0.435743,0.367284,0.235955,0.764045,0.269231,0.251497,21,68,57,850,57,0.421687,0.674157,0.406627
fgsm,legacy,0.040000,n/a,n/a,0.391566,0.316006,0.146067,0.853933,0.180556,0.161491,13,76,59,848,59,0.467871,0.764045,0.450803
fgsm,legacy,0.045000,n/a,n/a,0.356426,0.275866,0.089888,0.910112,0.117647,0.101911,8,81,60,847,60,0.509036,0.820225,0.485944
fgsm,legacy,0.050000,n/a,n/a,0.327309,0.247563,0.078652,0.921348,0.106061,0.090323,7,82,59,848,59,0.538153,0.831461,0.515060
fgsm,legacy,0.055000,n/a,n/a,0.295181,0.213424,0.033708,0.966292,0.051724,0.040816,3,86,55,852,55,0.570281,0.876404,0.547189
fgsm,legacy,0.060000,n/a,n/a,0.276104,0.198474,0.022472,0.977528,0.035088,0.027397,2,87,55,852,55,0.591365,0.887640,0.566265
fgsm,legacy,0.075000,n/a,n/a,0.215863,0.147072,0.011236,0.988764,0.020833,0.014599,1,88,47,860,47,0.659639,0.898876,0.626506
