metric,value
attack,pgd
split,legacy
epsilon,0.030000
alpha,0.005000
pgd_steps,10
n_windows,996
clean_accuracy,0.908635
clean_macro_f1,0.902084
clean_fall_recall,0.955056
attack_accuracy,0.221888
attack_macro_f1,0.220695
fall_recall,0.134831
missed_fall_rate,0.865169
fall_precision,0.118812
fall_f1,0.126316
fall_true_positive,12
fall_false_negative,77
fall_false_positive,89
fall_true_negative,818
false_fall_alarm_count,89
prediction_change_rate,0.699799
