attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.983936,0.974811,0.988764,0.011236,0.988764,0.988764,88,1,1,906,1,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.858434,0.835523,0.955056,0.044944,0.904255,0.928962,85,4,9,898,9,0.125502,0.033708,0.125502
pgd,legacy,0.005000,10,0.000833,0.496988,0.469494,0.573034,0.426966,0.485714,0.525773,51,38,54,853,54,0.486948,0.415730,0.486948
pgd,legacy,0.007500,10,0.001250,0.245984,0.217176,0.168539,0.831461,0.138889,0.152284,15,74,93,814,93,0.738956,0.820225,0.737952
pgd,legacy,0.010000,10,0.001667,0.104418,0.088942,0.033708,0.966292,0.027523,0.030303,3,86,106,801,106,0.880522,0.955056,0.879518
pgd,legacy,0.012500,10,0.002083,0.036145,0.027686,0.011236,0.988764,0.008696,0.009804,1,88,114,793,114,0.948795,0.977528,0.947791
pgd,legacy,0.015000,10,0.002500,0.015060,0.010987,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.969880,0.988764,0.968876
pgd,legacy,0.017500,10,0.002917,0.007028,0.005821,0.000000,1.000000,0.000000,0.000000,0,89,123,784,123,0.977912,0.988764,0.976908
pgd,legacy,0.020000,10,0.003333,0.002008,0.001898,0.000000,1.000000,0.000000,0.000000,0,89,122,785,122,0.982932,0.988764,0.981928
pgd,legacy,0.025000,10,0.004167,0.001004,0.001354,0.000000,1.000000,0.000000,0.000000,0,89,123,784,123,0.984940,0.988764,0.982932
pgd,legacy,0.030000,10,0.005000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,123,784,123,0.987952,0.988764,0.983936
pgd,legacy,0.035000,10,0.005833,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,124,783,124,0.987952,0.988764,0.983936
pgd,legacy,0.040000,10,0.006667,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.987952,0.988764,0.983936
pgd,legacy,0.045000,10,0.007500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,122,785,122,0.987952,0.988764,0.983936
pgd,legacy,0.050000,10,0.008333,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,121,786,121,0.987952,0.988764,0.983936
pgd,legacy,0.055000,10,0.009167,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,120,787,120,0.987952,0.988764,0.983936
pgd,legacy,0.060000,10,0.010000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.987952,0.988764,0.983936
pgd,legacy,0.075000,10,0.012500,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0,89,126,781,126,0.987952,0.988764,0.983936
