metric,value
attack,pgd
split,legacy
epsilon,0.030000
alpha,0.005000
pgd_steps,10
n_windows,996
clean_accuracy,0.842369
clean_macro_f1,0.834532
clean_fall_recall,0.910112
attack_accuracy,0.271084
attack_macro_f1,0.230602
fall_recall,0.089888
missed_fall_rate,0.910112
fall_precision,0.071429
fall_f1,0.079602
fall_true_positive,8
fall_false_negative,81
fall_false_positive,104
fall_true_negative,803
false_fall_alarm_count,104
prediction_change_rate,0.594378
