metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.976908
clean_macro_f1,0.965545
clean_fall_recall,0.988764
attack_accuracy,0.079317
attack_macro_f1,0.069907
fall_recall,0.078652
missed_fall_rate,0.921348
fall_precision,0.070707
fall_f1,0.074468
fall_true_positive,7
fall_false_negative,82
fall_false_positive,92
fall_true_negative,815
false_fall_alarm_count,92
prediction_change_rate,0.900602
