metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.906627
clean_macro_f1,0.903842
clean_fall_recall,0.943820
attack_accuracy,0.489960
attack_macro_f1,0.450643
fall_recall,0.393258
missed_fall_rate,0.606742
fall_precision,0.625000
fall_f1,0.482759
fall_true_positive,35
fall_false_negative,54
fall_false_positive,21
fall_true_negative,886
false_fall_alarm_count,21
prediction_change_rate,0.427711
