attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.906627,0.903842,0.943820,0.056180,0.976744,0.960000,84,5,2,905,2,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.862450,0.860383,0.943820,0.056180,0.943820,0.943820,84,5,5,902,5,0.044177,0.000000,0.044177
fgsm,legacy,0.005000,n/a,n/a,0.815261,0.814922,0.876404,0.123596,0.917647,0.896552,78,11,7,900,7,0.092369,0.067416,0.091365
fgsm,legacy,0.007500,n/a,n/a,0.765060,0.760477,0.831461,0.168539,0.870588,0.850575,74,15,11,896,11,0.142570,0.112360,0.141566
fgsm,legacy,0.010000,n/a,n/a,0.729920,0.721215,0.764045,0.235955,0.883117,0.819277,68,21,9,898,9,0.177711,0.179775,0.176707
fgsm,legacy,0.012500,n/a,n/a,0.684739,0.678703,0.730337,0.269663,0.866667,0.792683,65,24,10,897,10,0.224900,0.213483,0.221888
fgsm,legacy,0.015000,n/a,n/a,0.656627,0.645748,0.707865,0.292135,0.863014,0.777778,63,26,10,897,10,0.253012,0.235955,0.250000
fgsm,legacy,0.017500,n/a,n/a,0.625502,0.609963,0.640449,0.359551,0.814286,0.716981,57,32,13,894,13,0.285141,0.303371,0.281124
fgsm,legacy,0.020000,n/a,n/a,0.590361,0.570580,0.595506,0.404494,0.779412,0.675159,53,36,15,892,15,0.322289,0.348315,0.316265
fgsm,legacy,0.025000,n/a,n/a,0.546185,0.521279,0.505618,0.494382,0.725806,0.596026,45,44,17,890,17,0.369478,0.438202,0.360442
fgsm,legacy,0.030000,n/a,n/a,0.489960,0.450643,0.393258,0.606742,0.625000,0.482759,35,54,21,886,21,0.427711,0.550562,0.416667
fgsm,legacy,0.035000,n/a,n/a,0.440763,0.387440,0.247191,0.752809,0.431373,0.314286,22,67,29,878,29,0.480924,0.696629,0.465863
fgsm,legacy,0.040000,n/a,n/a,0.393574,0.334154,0.157303,0.842697,0.274510,0.200000,14,75,37,870,37,0.532129,0.786517,0.513052
fgsm,legacy,0.045000,n/a,n/a,0.359438,0.296704,0.123596,0.876404,0.196429,0.151724,11,78,45,862,45,0.571285,0.820225,0.547189
fgsm,legacy,0.050000,n/a,n/a,0.322289,0.256535,0.101124,0.898876,0.160714,0.124138,9,80,47,860,47,0.610442,0.842697,0.584337
fgsm,legacy,0.055000,n/a,n/a,0.297189,0.231218,0.101124,0.898876,0.160714,0.124138,9,80,47,860,47,0.639558,0.842697,0.609438
fgsm,legacy,0.060000,n/a,n/a,0.279116,0.211799,0.078652,0.921348,0.125000,0.096552,7,82,49,858,49,0.661647,0.865169,0.627510
fgsm,legacy,0.075000,n/a,n/a,0.235944,0.165726,0.056180,0.943820,0.108696,0.074074,5,84,41,866,41,0.711847,0.887640,0.670683
