attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
pgd,legacy,0.000000,10,0.000000,0.934739,0.925040,1.000000,0.000000,0.946809,0.972678,89,0,5,902,5,0.000000,0.000000,0.000000
pgd,legacy,0.002500,10,0.000417,0.888554,0.882119,0.966292,0.033708,0.914894,0.939891,86,3,8,899,8,0.046185,0.033708,0.046185
pgd,legacy,0.005000,10,0.000833,0.834337,0.817808,0.921348,0.078652,0.854167,0.886486,82,7,14,893,14,0.100402,0.078652,0.100402
pgd,legacy,0.007500,10,0.001250,0.770080,0.755062,0.898876,0.101124,0.824742,0.860215,80,9,17,890,17,0.165663,0.101124,0.164659
pgd,legacy,0.010000,10,0.001667,0.711847,0.693301,0.842697,0.157303,0.815217,0.828729,75,14,17,890,17,0.226908,0.157303,0.222892
pgd,legacy,0.012500,10,0.002083,0.643574,0.619048,0.786517,0.213483,0.721649,0.752688,70,19,27,880,27,0.296185,0.213483,0.291165
pgd,legacy,0.015000,10,0.002500,0.598394,0.566418,0.696629,0.303371,0.681319,0.688889,62,27,29,878,29,0.343373,0.303371,0.336345
pgd,legacy,0.017500,10,0.002917,0.548193,0.513155,0.629213,0.370787,0.629213,0.629213,56,33,33,874,33,0.395582,0.370787,0.386546
pgd,legacy,0.020000,10,0.003333,0.475904,0.442638,0.460674,0.539326,0.482353,0.471264,41,48,44,863,44,0.467871,0.539326,0.458835
pgd,legacy,0.025000,10,0.004167,0.321285,0.296401,0.235955,0.764045,0.250000,0.242775,21,68,63,844,63,0.622490,0.764045,0.613454
pgd,legacy,0.030000,10,0.005000,0.187751,0.165251,0.044944,0.955056,0.048193,0.046512,4,85,79,828,79,0.757028,0.955056,0.746988
pgd,legacy,0.035000,10,0.005833,0.113454,0.104328,0.022472,0.977528,0.022727,0.022599,2,87,86,821,86,0.831325,0.977528,0.821285
pgd,legacy,0.040000,10,0.006667,0.071285,0.064237,0.011236,0.988764,0.011364,0.011299,1,88,87,820,87,0.873494,0.988764,0.863454
pgd,legacy,0.045000,10,0.007500,0.042169,0.040880,0.000000,1.000000,0.000000,0.000000,0,89,90,817,90,0.903614,1.000000,0.892570
pgd,legacy,0.050000,10,0.008333,0.026104,0.024974,0.000000,1.000000,0.000000,0.000000,0,89,93,814,93,0.921687,1.000000,0.908635
pgd,legacy,0.055000,10,0.009167,0.016064,0.015861,0.000000,1.000000,0.000000,0.000000,0,89,96,811,96,0.933735,1.000000,0.918675
pgd,legacy,0.060000,10,0.010000,0.011044,0.013911,0.000000,1.000000,0.000000,0.000000,0,89,94,813,94,0.938755,1.000000,0.923695
pgd,legacy,0.075000,10,0.012500,0.005020,0.006184,0.000000,1.000000,0.000000,0.000000,0,89,97,810,97,0.944779,1.000000,0.929719
