attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.875502,0.861416,0.988764,0.011236,0.838095,0.907216,88,1,17,890,17,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.842369,0.828117,0.988764,0.011236,0.792793,0.880000,88,1,23,884,23,0.033133,0.000000,0.033133
fgsm,legacy,0.005000,n/a,n/a,0.798193,0.781974,0.988764,0.011236,0.745763,0.850242,88,1,30,877,30,0.078313,0.000000,0.077309
fgsm,legacy,0.007500,n/a,n/a,0.752008,0.732734,0.943820,0.056180,0.705882,0.807692,84,5,35,872,35,0.125502,0.044944,0.123494
fgsm,legacy,0.010000,n/a,n/a,0.713855,0.690120,0.910112,0.089888,0.692308,0.786408,81,8,36,871,36,0.167671,0.078652,0.161647
fgsm,legacy,0.012500,n/a,n/a,0.693775,0.669533,0.898876,0.101124,0.672269,0.769231,80,9,39,868,39,0.189759,0.089888,0.181727
fgsm,legacy,0.015000,n/a,n/a,0.657631,0.636481,0.876404,0.123596,0.644628,0.742857,78,11,43,864,43,0.226908,0.112360,0.217871
fgsm,legacy,0.017500,n/a,n/a,0.633534,0.607268,0.820225,0.179775,0.598361,0.691943,73,16,49,858,49,0.252008,0.168539,0.241968
fgsm,legacy,0.020000,n/a,n/a,0.606426,0.578858,0.786517,0.213483,0.551181,0.648148,70,19,57,850,57,0.279116,0.202247,0.269076
fgsm,legacy,0.025000,n/a,n/a,0.555221,0.520491,0.685393,0.314607,0.469231,0.557078,61,28,69,838,69,0.330321,0.303371,0.320281
fgsm,legacy,0.030000,n/a,n/a,0.504016,0.463727,0.550562,0.449438,0.371212,0.443439,49,40,83,824,83,0.381526,0.438202,0.371486
fgsm,legacy,0.035000,n/a,n/a,0.457831,0.408903,0.505618,0.494382,0.328467,0.398230,45,44,92,815,92,0.428715,0.483146,0.417671
fgsm,legacy,0.040000,n/a,n/a,0.404618,0.347658,0.370787,0.629213,0.237410,0.289474,33,56,106,801,106,0.482932,0.617978,0.470884
fgsm,legacy,0.045000,n/a,n/a,0.377510,0.318172,0.325843,0.674157,0.213235,0.257778,29,60,107,800,107,0.511044,0.662921,0.497992
fgsm,legacy,0.050000,n/a,n/a,0.352410,0.294188,0.269663,0.730337,0.179104,0.215247,24,65,110,797,110,0.537149,0.719101,0.523092
fgsm,legacy,0.055000,n/a,n/a,0.332329,0.271591,0.224719,0.775281,0.151515,0.180995,20,69,112,795,112,0.561245,0.764045,0.543173
fgsm,legacy,0.060000,n/a,n/a,0.306225,0.237499,0.146067,0.853933,0.102362,0.120370,13,76,114,793,114,0.588353,0.842697,0.569277
fgsm,legacy,0.075000,n/a,n/a,0.235944,0.170567,0.089888,0.910112,0.065574,0.075829,8,81,114,793,114,0.665663,0.898876,0.639558
