attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.983936,0.974811,0.988764,0.011236,0.988764,0.988764,88,1,1,906,1,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.868474,0.848037,0.966292,0.033708,0.905263,0.934783,86,3,9,898,9,0.115462,0.022472,0.115462
fgsm,legacy,0.005000,n/a,n/a,0.592369,0.564698,0.707865,0.292135,0.600000,0.649485,63,26,42,865,42,0.391566,0.280899,0.391566
fgsm,legacy,0.007500,n/a,n/a,0.357430,0.327153,0.359551,0.640449,0.299065,0.326531,32,57,75,832,75,0.626506,0.629213,0.626506
fgsm,legacy,0.010000,n/a,n/a,0.225904,0.198995,0.179775,0.820225,0.149533,0.163265,16,73,91,816,91,0.758032,0.808989,0.758032
fgsm,legacy,0.012500,n/a,n/a,0.153614,0.132904,0.101124,0.898876,0.081818,0.090452,9,80,101,806,101,0.831325,0.887640,0.830321
fgsm,legacy,0.015000,n/a,n/a,0.114458,0.097704,0.056180,0.943820,0.045045,0.050000,5,84,106,801,106,0.870482,0.932584,0.869478
fgsm,legacy,0.017500,n/a,n/a,0.088353,0.077529,0.044944,0.955056,0.035088,0.039409,4,85,110,797,110,0.896586,0.943820,0.895582
fgsm,legacy,0.020000,n/a,n/a,0.064257,0.058142,0.022472,0.977528,0.017544,0.019704,2,87,112,795,112,0.920683,0.966292,0.919679
fgsm,legacy,0.025000,n/a,n/a,0.037149,0.035191,0.000000,1.000000,0.000000,0.000000,0,89,119,788,119,0.947791,0.988764,0.946787
fgsm,legacy,0.030000,n/a,n/a,0.025100,0.024812,0.000000,1.000000,0.000000,0.000000,0,89,121,786,121,0.960843,0.988764,0.958835
fgsm,legacy,0.035000,n/a,n/a,0.020080,0.020710,0.000000,1.000000,0.000000,0.000000,0,89,124,783,124,0.965863,0.988764,0.963855
fgsm,legacy,0.040000,n/a,n/a,0.012048,0.013090,0.000000,1.000000,0.000000,0.000000,0,89,124,783,124,0.973896,0.988764,0.971888
fgsm,legacy,0.045000,n/a,n/a,0.010040,0.010450,0.000000,1.000000,0.000000,0.000000,0,89,129,778,129,0.975904,0.988764,0.973896
fgsm,legacy,0.050000,n/a,n/a,0.009036,0.009226,0.000000,1.000000,0.000000,0.000000,0,89,130,777,130,0.977912,0.988764,0.974900
fgsm,legacy,0.055000,n/a,n/a,0.008032,0.008188,0.000000,1.000000,0.000000,0.000000,0,89,132,775,132,0.978916,0.988764,0.975904
fgsm,legacy,0.060000,n/a,n/a,0.007028,0.007631,0.000000,1.000000,0.000000,0.000000,0,89,135,772,135,0.979920,0.988764,0.976908
fgsm,legacy,0.075000,n/a,n/a,0.012048,0.013441,0.011236,0.988764,0.007143,0.008734,1,88,139,768,139,0.974900,0.977528,0.971888
