attack,split,epsilon,pgd_steps,pgd_alpha,attack_accuracy,attack_macro_f1,fall_recall,missed_fall_rate,fall_precision,fall_f1,fall_true_positive,fall_false_negative,fall_false_positive,fall_true_negative,false_fall_alarm_count,prediction_change_rate,fall_recall_drop_vs_clean,accuracy_drop_vs_clean
fgsm,legacy,0.000000,n/a,n/a,0.971888,0.957873,1.000000,0.000000,0.988889,0.994413,89,0,1,906,1,0.000000,0.000000,0.000000
fgsm,legacy,0.002500,n/a,n/a,0.836345,0.812468,0.898876,0.101124,0.952381,0.924855,80,9,4,903,4,0.136546,0.101124,0.135542
fgsm,legacy,0.005000,n/a,n/a,0.518072,0.489350,0.674157,0.325843,0.582524,0.625000,60,29,43,864,43,0.454819,0.325843,0.453815
fgsm,legacy,0.007500,n/a,n/a,0.343373,0.307050,0.404494,0.595506,0.367347,0.385027,36,53,62,845,62,0.629518,0.595506,0.628514
fgsm,legacy,0.010000,n/a,n/a,0.248996,0.214995,0.280899,0.719101,0.255102,0.267380,25,64,73,834,73,0.723896,0.719101,0.722892
fgsm,legacy,0.012500,n/a,n/a,0.178715,0.161730,0.235955,0.764045,0.200000,0.216495,21,68,84,823,84,0.795181,0.764045,0.793173
fgsm,legacy,0.015000,n/a,n/a,0.137550,0.127784,0.224719,0.775281,0.166667,0.191388,20,69,100,807,100,0.836345,0.775281,0.834337
fgsm,legacy,0.017500,n/a,n/a,0.122490,0.116093,0.213483,0.786517,0.158333,0.181818,19,70,101,806,101,0.851406,0.786517,0.849398
fgsm,legacy,0.020000,n/a,n/a,0.103414,0.098820,0.191011,0.808989,0.142857,0.163462,17,72,102,805,102,0.870482,0.808989,0.868474
fgsm,legacy,0.025000,n/a,n/a,0.083333,0.082447,0.157303,0.842697,0.114754,0.132701,14,75,108,799,108,0.890562,0.842697,0.888554
fgsm,legacy,0.030000,n/a,n/a,0.070281,0.070571,0.123596,0.876404,0.088000,0.102804,11,78,114,793,114,0.903614,0.876404,0.901606
fgsm,legacy,0.035000,n/a,n/a,0.057229,0.057090,0.101124,0.898876,0.070312,0.082949,9,80,119,788,119,0.918675,0.898876,0.914659
fgsm,legacy,0.040000,n/a,n/a,0.051205,0.051020,0.101124,0.898876,0.068182,0.081448,9,80,123,784,123,0.925703,0.898876,0.920683
fgsm,legacy,0.045000,n/a,n/a,0.051205,0.050929,0.101124,0.898876,0.069231,0.082192,9,80,121,786,121,0.926707,0.898876,0.920683
fgsm,legacy,0.050000,n/a,n/a,0.049197,0.048845,0.089888,0.910112,0.061069,0.072727,8,81,123,784,123,0.929719,0.910112,0.922691
fgsm,legacy,0.055000,n/a,n/a,0.047189,0.047592,0.089888,0.910112,0.059701,0.071749,8,81,126,781,126,0.932731,0.910112,0.924699
fgsm,legacy,0.060000,n/a,n/a,0.050201,0.049412,0.078652,0.921348,0.052632,0.063063,7,82,126,781,126,0.929719,0.921348,0.921687
fgsm,legacy,0.075000,n/a,n/a,0.056225,0.053920,0.067416,0.932584,0.044444,0.053571,6,83,129,778,129,0.924699,0.932584,0.915663
