metric,value
attack,fgsm
split,legacy
epsilon,0.030000
alpha,n/a
pgd_steps,n/a
n_windows,996
clean_accuracy,0.934739
clean_macro_f1,0.925040
clean_fall_recall,1.000000
attack_accuracy,0.505020
attack_macro_f1,0.465541
fall_recall,0.573034
missed_fall_rate,0.426966
fall_precision,0.573034
fall_f1,0.573034
fall_true_positive,51
fall_false_negative,38
fall_false_positive,38
fall_true_negative,869
false_fall_alarm_count,38
prediction_change_rate,0.436747
