epoch,lambda_b_current,lambda_b_next,far_val_pgd10,n_val_nonfall,val_pgd_false_fall_alarms,val_pgd_fall_recall,val_fgsm_fall_recall,val_fgsm_false_fall_alarms,val_clean_accuracy,val_clean_macro_f1,val_clean_fall_recall,val_normalized_false_alarm_burden,train_loss,mean_base,mean_src_motion,mean_fall_margin,mean_targeted,mean_nonfall_budget,mean_fall_rescue,fall_selected_count,nonfall_selected_count,fall_k_abs_floor_active_frac,budget_to_rescue_loss_ratio,clean_guard_eligible,selection_score,sel_maxscore
11,0.150000,0.140000,0.000000,452,0,0.000000,0.000000,0,0.381048,0.223986,0.000000,0.000000,3.936774,1.966481,0.056708,0.910183,0.070194,0.143550,0.911674,2.709677,7.629032,0.967742,0.157458,0,-2.437903,0
12,0.140000,0.130000,0.000000,452,0,0.000000,0.000000,0,0.391129,0.208621,0.000000,0.000000,3.933083,1.956262,0.085164,0.877807,0.101635,0.209793,0.882844,2.548387,7.645161,0.951613,0.237633,0,-2.417742,0
13,0.130000,0.120000,0.000000,452,0,0.000000,0.000000,0,0.366935,0.192834,0.000000,0.000000,3.845788,1.943437,0.084899,0.839606,0.106946,0.217155,0.842669,2.580645,7.629032,0.919355,0.257699,0,-2.466129,0
14,0.120000,0.110000,0.000000,452,0,0.000000,0.000000,0,0.366935,0.217576,0.000000,0.000000,3.780136,1.935735,0.082959,0.815861,0.099374,0.223753,0.819357,2.370968,7.741935,0.887097,0.273084,0,-2.466129,0
15,0.110000,0.100000,0.000000,452,0,0.000000,0.000000,0,0.375000,0.254600,0.000000,0.000000,3.794172,1.916176,0.125184,0.787906,0.138293,0.312069,0.792285,2.500000,7.741935,0.919355,0.393885,0,-2.450000,0
16,0.100000,0.090000,0.000000,452,0,0.000000,0.000000,0,0.409274,0.290237,0.000000,0.000000,3.804973,1.878630,0.155624,0.777259,0.168823,0.404191,0.784218,2.741935,7.580645,0.935484,0.515407,0,-2.381452,0
17,0.090000,0.080000,0.000000,452,0,0.000000,0.000000,0,0.403226,0.285764,0.000000,0.000000,3.735151,1.848779,0.200390,0.709624,0.212944,0.522813,0.716361,2.709677,7.661290,0.935484,0.729817,0,-2.393548,0
18,0.080000,0.083496,0.134956,452,61,0.386364,0.454545,47,0.445565,0.381135,0.795455,0.119469,3.689138,1.797548,0.226837,0.681941,0.244933,0.613362,0.688810,2.661290,7.645161,0.967742,0.890466,0,-0.471421,0
19,0.083496,0.087655,0.141593,452,64,0.386364,0.477273,45,0.500000,0.421210,0.659091,0.120575,3.719048,1.785180,0.275709,0.641298,0.302351,0.729204,0.653625,2.741935,7.629032,0.967742,1.115631,0,-0.661826,0
20,0.087655,0.090044,0.123894,452,56,0.068182,0.204545,36,0.493952,0.409916,0.704545,0.101770,3.515009,1.738385,0.339332,0.473785,0.390694,0.961676,0.488517,2.596774,7.677419,0.951613,1.968561,0,-0.830399,0
21,0.090044,0.115885,0.358407,452,162,0.454545,0.636364,119,0.514113,0.451187,0.977273,0.310841,3.603483,1.719779,0.372103,0.490436,0.429382,1.015073,0.500381,2.596774,7.725806,0.935484,2.028598,0,-0.950857,0
22,0.115885,0.126239,0.203540,452,92,0.477273,0.613636,74,0.504032,0.403887,0.863636,0.183628,3.341343,1.675532,0.368700,0.359367,0.421540,1.134521,0.384729,2.435484,7.645161,0.903226,2.948885,0,-0.401549,0
23,0.126239,0.131062,0.148230,452,67,0.272727,0.318182,47,0.495968,0.418522,0.886364,0.126106,3.175802,1.626990,0.323287,0.354974,0.374386,1.000941,0.369807,2.612903,7.709677,0.935484,2.706659,0,-0.355530,0
24,0.131062,0.136106,0.150442,452,68,0.318182,0.363636,48,0.558468,0.507013,0.909091,0.128319,3.090362,1.585492,0.376335,0.266586,0.418583,1.202016,0.285827,2.774194,7.580645,0.919355,4.205393,0,-0.166653,0
25,0.136106,0.168363,0.422566,452,191,0.931818,0.954545,156,0.487903,0.444761,0.977273,0.383850,3.236670,1.580257,0.379002,0.340690,0.432458,1.164206,0.345806,2.580645,7.677419,0.967742,3.366642,0,-0.782641,0
26,0.168363,0.189115,0.307522,452,139,0.818182,0.886364,121,0.495968,0.435117,0.977273,0.287611,3.228117,1.587490,0.333671,0.344818,0.419456,1.059858,0.364242,2.467742,7.645161,0.935484,2.909760,0,-0.419971,0
27,0.189115,0.189292,0.101770,452,46,0.159091,0.272727,23,0.548387,0.471358,0.795455,0.076327,3.240323,1.552159,0.318155,0.396724,0.376361,1.020381,0.403955,2.435484,7.725806,0.967742,2.525977,0,-0.360305,0
28,0.189292,0.189027,0.097345,452,44,0.250000,0.272727,23,0.528226,0.449901,0.795455,0.074115,2.724077,1.487197,0.289956,0.206183,0.337677,0.993575,0.214988,2.693548,7.677419,0.935484,4.621540,0,-0.302639,0
29,0.189027,0.198053,0.190265,452,86,0.522727,0.636364,63,0.560484,0.500864,0.954545,0.164823,3.407882,1.562292,0.376744,0.410727,0.434962,1.098568,0.415498,2.451613,7.693548,0.935484,2.643977,0,-0.117367,0
30,0.198053,0.198451,0.103982,452,47,0.250000,0.318182,25,0.580645,0.523796,0.818182,0.079646,2.721757,1.455192,0.275186,0.231807,0.322984,0.969872,0.244501,2.645161,7.645161,0.903226,3.966733,0,-0.168275,0
31,0.198451,0.211903,0.234513,452,106,0.727273,0.840909,83,0.570565,0.483869,0.977273,0.209071,2.909841,1.456632,0.278978,0.299343,0.360836,0.995735,0.316446,2.709677,7.629032,0.983871,3.146613,0,-0.069651,0
32,0.211903,0.211195,0.092920,452,42,0.181818,0.250000,21,0.578629,0.535075,0.818182,0.069690,2.934867,1.452474,0.305851,0.299772,0.361179,0.984040,0.307070,2.564516,7.758065,0.967742,3.204615,0,-0.224560,0
33,0.211195,0.218451,0.172566,452,78,0.545455,0.590909,57,0.578629,0.522723,0.954545,0.149336,2.861860,1.429858,0.295769,0.274564,0.357634,1.003920,0.292012,2.532258,7.725806,0.935484,3.437939,0,0.012447,0
34,0.218451,0.228805,0.203540,452,92,0.613636,0.750000,77,0.572581,0.500101,0.977273,0.186947,2.685439,1.390442,0.268655,0.244143,0.313733,0.952257,0.260445,2.693548,7.645161,0.919355,3.656273,0,-0.055362,0
35,0.228805,0.238274,0.194690,452,88,0.522727,0.681818,68,0.602823,0.560459,0.954545,0.172566,2.682529,1.357932,0.242869,0.290351,0.288304,0.871975,0.303559,2.596774,7.645161,0.951613,2.872504,0,-0.050389,0
36,0.238274,0.242655,0.143805,452,65,0.454545,0.568182,50,0.606855,0.592150,0.954545,0.127212,2.554753,1.338682,0.238189,0.216560,0.325672,0.872624,0.227725,2.693548,7.709677,0.951613,3.831925,0,0.093034,0
37,0.242655,0.243053,0.103982,452,47,0.386364,0.522727,34,0.588710,0.543977,0.840909,0.089602,2.941864,1.393114,0.323122,0.282600,0.373180,1.093840,0.304422,2.612903,7.709677,0.951613,3.593166,0,0.029672,0
38,0.243053,0.243451,0.103982,452,47,0.431818,0.545455,33,0.600806,0.565760,0.909091,0.088496,2.786067,1.361406,0.260110,0.287361,0.343730,0.959979,0.300133,2.774194,7.612903,1.000000,3.198509,0,0.217502,0
39,0.243451,0.263540,0.300885,452,136,0.750000,0.818182,100,0.550403,0.530970,0.840909,0.261062,2.660596,1.337144,0.257696,0.251016,0.325110,0.930088,0.263198,2.596774,7.629032,0.919355,3.533790,0,-0.470915,0
40,0.263540,0.259292,0.057522,452,26,0.113636,0.227273,17,0.639113,0.592459,0.727273,0.047566,2.691713,1.320188,0.253591,0.279601,0.319021,0.886724,0.285625,2.532258,7.741935,0.983871,3.104508,0,-0.353592,0
41,0.259292,0.258142,0.088496,452,40,0.340909,0.477273,28,0.647177,0.617667,0.909091,0.075221,2.741883,1.308057,0.246284,0.315088,0.314791,0.896607,0.325179,2.580645,7.629032,0.967742,2.757272,0,0.235264,0
42,0.258142,0.261637,0.134956,452,61,0.454545,0.568182,40,0.653226,0.621551,0.977273,0.111726,2.509530,1.265750,0.217910,0.258965,0.283562,0.818573,0.272034,2.645161,7.693548,0.967742,3.009082,0,0.221174,0
43,0.261637,0.260487,0.088496,452,40,0.295455,0.409091,25,0.669355,0.642612,0.863636,0.071903,2.655283,1.310316,0.242437,0.262438,0.331151,0.871390,0.280954,2.532258,7.629032,0.935484,3.101540,0,0.161437,0
44,0.260487,0.255575,0.050885,452,23,0.113636,0.272727,10,0.651210,0.622944,0.818182,0.036504,2.548731,1.252611,0.243400,0.258402,0.292266,0.891116,0.269928,2.612903,7.677419,0.951613,3.301315,0,-0.147581,0
45,0.255575,0.262832,0.172566,452,78,0.590909,0.681818,61,0.637097,0.618398,0.954545,0.153761,2.457028,1.242366,0.218346,0.254027,0.266930,0.772085,0.278032,2.451613,7.758065,0.903226,2.776966,0,0.174837,0
46,0.262832,0.270531,0.176991,452,80,0.522727,0.568182,56,0.643145,0.621672,0.954545,0.150442,2.513044,1.227412,0.236993,0.245111,0.304057,0.871779,0.270339,2.645161,7.629032,0.935484,3.224760,0,0.101053,0
47,0.270531,0.275354,0.148230,452,67,0.522727,0.590909,43,0.643145,0.595132,0.909091,0.121681,2.550329,1.237586,0.230011,0.271549,0.300822,0.842987,0.282308,2.596774,7.741935,0.967742,2.986054,0,0.216097,0
48,0.275354,0.272212,0.068584,452,31,0.227273,0.409091,16,0.673387,0.616652,0.863636,0.051991,2.476930,1.209136,0.222892,0.268962,0.272395,0.828171,0.275505,2.741935,7.677419,0.983871,3.006015,0,0.101320,0
49,0.272212,0.271726,0.095133,452,43,0.409091,0.454545,31,0.657258,0.648125,0.863636,0.081858,2.294191,1.174305,0.214709,0.195849,0.286155,0.793263,0.207238,2.741935,7.564516,0.983871,3.827793,0,0.250880,0
50,0.271726,0.270796,0.090708,452,41,0.409091,0.568182,27,0.697581,0.686814,0.886364,0.075221,2.298162,1.172374,0.206709,0.221615,0.262673,0.753040,0.230170,2.677419,7.725806,0.967742,3.271660,0,0.376979,0
51,0.270796,0.282920,0.221239,452,100,0.727273,0.795455,83,0.657258,0.634730,0.954545,0.202434,2.129134,1.135007,0.188869,0.188480,0.232497,0.703352,0.193817,2.612903,7.612903,0.935484,3.628956,0,0.156833,0
52,0.282920,0.285088,0.121681,452,55,0.500000,0.500000,37,0.653226,0.637825,0.886364,0.101770,2.535886,1.177902,0.247048,0.271682,0.323266,0.833421,0.280197,2.709677,7.709677,0.983871,2.974411,0,0.292453,0
53,0.285088,0.297876,0.227876,452,103,0.659091,0.772727,79,0.606855,0.572265,0.931818,0.201327,2.491188,1.193884,0.221442,0.267512,0.298421,0.819697,0.276242,2.645161,7.693548,0.951613,2.967317,0,-0.038704,0
54,0.297876,0.295177,0.073009,452,33,0.250000,0.454545,16,0.703629,0.688666,0.886364,0.054204,2.372727,1.168356,0.215281,0.233680,0.277854,0.792294,0.241551,2.693548,7.693548,0.983871,3.280028,0,0.222727,0
55,0.295177,0.293805,0.086283,452,39,0.363636,0.454545,29,0.695565,0.675424,0.863636,0.075221,2.491866,1.181987,0.215451,0.274766,0.289829,0.779416,0.299767,2.580645,7.709677,0.967742,2.600070,0,0.282038,0
56,0.293805,0.295088,0.112832,452,51,0.522727,0.613636,34,0.713710,0.694066,0.954545,0.094027,2.111420,1.090518,0.187002,0.194860,0.231780,0.706789,0.199603,2.629032,7.629032,0.967742,3.540980,1,0.471400,1
57,0.295088,0.293274,0.081858,452,37,0.431818,0.545455,25,0.733871,0.722101,0.931818,0.068584,2.323297,1.129933,0.201701,0.242079,0.270860,0.759540,0.254592,2.741935,7.612903,0.935484,2.983362,1,0.431818,0
58,0.293274,0.296770,0.134956,452,61,0.568182,0.750000,44,0.719758,0.711010,0.954545,0.116150,2.221592,1.103509,0.192932,0.235005,0.238335,0.712793,0.242768,2.661290,7.645161,0.951613,2.936109,1,0.428359,0
59,0.296770,0.292080,0.053097,452,24,0.204545,0.250000,17,0.719758,0.701960,0.840909,0.045354,2.173850,1.066942,0.178600,0.228291,0.253515,0.678256,0.245215,2.774194,7.564516,0.967742,2.765960,0,0.086364,0
60,0.292080,0.286062,0.039823,452,18,0.204545,0.340909,12,0.719758,0.718398,0.863636,0.033186,2.350867,1.094001,0.228978,0.238829,0.294739,0.826081,0.253039,2.564516,7.677419,0.935484,3.264641,0,0.131818,0
61,0.286062,0.284912,0.088496,452,40,0.454545,0.568182,31,0.697581,0.662215,0.909091,0.078540,2.129541,1.071889,0.178596,0.212018,0.253906,0.666980,0.222334,2.790323,7.645161,0.967742,2.999903,0,0.449707,0
62,0.284912,0.280664,0.057522,452,26,0.250000,0.386364,19,0.731855,0.702063,0.863636,0.049779,2.205812,1.072926,0.195299,0.232790,0.261607,0.723945,0.236930,2.661290,7.693548,0.967742,3.055528,0,0.177273,0
63,0.280664,0.281504,0.108407,452,49,0.477273,0.590909,34,0.735887,0.712194,0.954545,0.091814,2.198032,1.058720,0.193019,0.251702,0.229281,0.729239,0.260639,2.451613,7.693548,0.935484,2.797887,1,0.443644,0
64,0.281504,0.281018,0.095133,452,43,0.431818,0.613636,27,0.745968,0.729194,0.954545,0.077434,2.166764,1.029369,0.210196,0.215450,0.266329,0.774379,0.227430,2.548387,7.774194,0.951613,3.404911,1,0.431818,0
65,0.281018,0.283407,0.123894,452,56,0.590909,0.727273,40,0.711694,0.683840,0.931818,0.106195,2.153330,1.055287,0.185107,0.227413,0.251538,0.692843,0.239283,2.548387,7.677419,0.919355,2.895498,1,0.495334,1
66,0.283407,0.291327,0.179204,452,81,0.704545,0.772727,66,0.719758,0.697234,0.977273,0.162611,2.208286,1.058973,0.186737,0.250800,0.257002,0.711194,0.253216,2.661290,7.661290,0.951613,2.808646,1,0.387731,0
67,0.291327,0.289956,0.086283,452,39,0.386364,0.568182,26,0.735887,0.717041,0.931818,0.071903,2.368738,1.078213,0.257019,0.237563,0.300855,0.875713,0.239969,2.612903,7.741935,0.967742,3.649281,1,0.386364,0
68,0.289956,0.292345,0.123894,452,56,0.477273,0.636364,42,0.735887,0.718816,0.909091,0.108407,1.895830,0.979484,0.164164,0.182203,0.202671,0.616441,0.188568,2.516129,7.758065,0.951613,3.269059,1,0.381698,0
69,0.292345,0.298938,0.165929,452,75,0.681818,0.750000,61,0.709677,0.679652,0.931818,0.150442,2.016132,0.992676,0.163736,0.216641,0.241387,0.615178,0.221848,2.838710,7.564516,0.935484,2.772966,1,0.418101,0
70,0.298938,0.293363,0.044248,452,20,0.181818,0.386364,9,0.747984,0.734767,0.840909,0.032080,2.256036,1.039255,0.224654,0.220698,0.291388,0.820324,0.234814,2.370968,7.709677,0.903226,3.493502,0,0.063636,0
